Spd,Dir,Power
8.057866908131347,140.60496251438195,163091.47100571432
8.261681223922153,194.8594986187256,178473.31344111147
7.880411764591527,267.16045827291896,155353.90632909845
7.7096656308256435,244.5249459587807,145472.8927819304
7.610075095116686,139.1840189447842,137384.52208579023
7.59732812618306,241.98398465696917,139206.04582242394
7.960775365813101,242.49634485579188,160155.38797894394
8.141072068869445,352.2593254381076,170770.47380799285
8.004008020476746,36.97091029337399,159842.9645759432
8.03220896444148,272.5090005159597,164835.1774593879
7.703957667861069,161.47159406112422,143986.49579323604
8.022088546803678,340.0841274088509,163391.8309318641
7.441655863498236,21.005152595633646,129774.34521236742
7.715500129732602,149.34141112261665,143173.69357524323
7.857617982605613,177.21543041964108,152775.18956431927
7.952310216124422,158.89934715647806,158365.30416520583
8.037241456207648,101.84736808267296,158539.39065152628
8.023277324208587,243.94178767630865,163957.3375595611
7.981777002859659,238.2246174558271,161264.52191955253
8.006796536722625,198.7940422312271,162459.2198176951
8.149128335133108,246.02131612335447,171794.36625473844
7.942758089983328,94.62749820527172,153013.63921990775
7.972095566708891,38.6133794796388,157938.6672590576
7.869970921288131,50.97279196859242,151946.38193103147
7.849048647158294,187.35080512611137,153044.9654502024
7.936661670054079,105.84460114847371,152661.5752720042
7.981334268950907,56.57527375956515,158488.39973709622
8.291921156830293,217.60678011564943,180802.9677542597
7.9205695567851375,318.6882692000453,157582.97654799555
7.5346994345772655,173.37615257820448,134703.19508322646
8.055498651456494,319.21150559098567,165774.35649679665
8.089488248030053,338.7163980204768,167544.86835762608
8.176876943219067,106.83237876129849,166946.9631632651
8.091408983818518,134.87289542979408,165136.63863813708
7.867687892022943,333.1572328530549,154137.8707004253
8.116409768851536,16.789773005762235,168372.8231583776
8.10928033508683,304.3813604529929,169116.898431909
8.06088573178884,2.755367902814676,164940.9127610473
8.157157978569254,218.9365531864839,172130.04521170096
8.00279525926543,187.90813016623457,162215.78177787072
8.028398404876127,311.27847955127027,164106.88833916077
7.754176515333979,110.8560857016151,142371.54129815233
7.873660592748919,189.64462698858992,154489.17534425808
8.090689542106183,140.01010694449965,165092.59354423944
8.016876246134855,152.1987042680928,162254.0843623896
7.748680800247973,133.9056458140524,145028.81316992396
8.282406555561462,231.73336157833955,180181.2921716009
7.886862268565367,44.480629090743726,152926.85253109384
8.187176445660906,256.6388559835425,174211.9317227985
7.547905789317688,44.87461034665983,134044.93012545485
8.098288414495658,67.66512015232585,162179.46258663735
8.102455938883514,187.99186639487,168351.8989284645
7.909264456969669,283.80640140819764,157381.324373889
8.06335922417482,123.70905377663344,163425.1923005876
7.238821502854887,8.913314321824327,119449.32572180778
7.87804989216917,56.042971056905,152414.80716759418
7.627181970265308,232.7350163908456,140712.4052906104
7.746587962282571,329.70928835573886,147425.1006052766
7.816077155802747,161.00207024899086,150364.94947265493
7.792301865423023,69.52059320551008,144481.8994508237
7.716693867156803,54.36343590162922,143240.15909453778
7.764127823892565,353.4228049952935,148131.02075907544
7.938263248889557,184.47596265155295,158323.16968445724
7.805385036650879,319.08901774613,150807.54058992694
8.180208826304451,291.42915422232454,174115.75739160855
7.633490173110104,183.5909419818772,140778.85799450337
7.828414076261057,346.59717568181355,151841.10403503545
7.764621405895529,18.887484034859664,147414.7545979641
7.866095216117282,51.74749455651122,151722.00648499292
7.954706522593542,104.75004866390589,153705.22197451373
7.993547077547517,289.6830153852528,162466.38445958862
7.566265885279418,68.64838687515844,132269.87215258923
7.455328579389843,206.6343117054678,131150.01725413962
7.961466135444,156.5920148466955,158912.937490065
7.706753291371195,141.49059828327296,142687.3098197409
8.017546191143516,357.5421693102748,163114.4354747353
8.208565410554838,297.78510869829887,175932.7512632849
7.753371054684089,63.30962291129359,142327.1796192818
7.873068227465545,138.09494443618814,152125.85262363826
8.014665444555318,54.29667694490048,160482.31307846896
7.813196533023999,227.5641641342863,151260.77072490164
7.971961953465349,177.7412727507551,159542.26420343033
7.553218128870987,109.2734972582318,131586.76742764452
7.504383342267998,304.78536896959525,134024.7775841556
7.986832963218564,314.89713423135754,161571.16927788727
7.887124389577065,41.49060134319043,152942.100676247
7.9305862498954545,186.8672185757665,157864.27645633524
7.759272998728718,170.96616007439096,147110.33878954468
7.826816703436139,142.1519941481571,149460.51342488136
7.441748654171992,50.466505168668775,128468.29876886908
8.161762438444216,221.25914968278036,172421.69581524507
8.446349657115784,41.09049233340445,187835.70476326297
7.763145094669522,2.33910921907484,147330.68532928842
7.861651279535937,335.4997634106989,153783.3484297691
7.817216954248229,337.675188517562,151190.49228595753
7.728690566932799,157.3939439573541,145377.72175670377
8.008432416735118,338.1153391951191,162558.8169880251
7.737456441807444,151.74502352392966,145872.9449133252
7.741348959168792,180.84865037006008,146831.0550792832
8.043872347459907,178.64853203210023,163898.73776912966
7.803930164825596,284.0790672800836,151176.7580154962
8.05500563515704,5.740323316548288,164580.2224240743
7.381564492783027,142.7331312510099,125376.52712278564
7.99919428360282,287.18544168682394,162810.96095384072
7.507014285485424,181.2700887604108,133896.6502610879
8.122551809092343,224.9594511440916,169948.57730566978
7.871206348155325,47.12605346559261,152017.95072616747
8.012038539446372,163.1656560557011,161960.52958720972
8.460908172990528,330.13635437660577,191698.59517165436
7.887673451104174,44.96652321013843,152974.04405582263
7.953559304416677,14.124515170911652,158439.94033296936
8.229967529713845,153.81949379674276,175539.34134175704
8.209704278842807,211.1160057858201,175477.97095304026
7.751611460046125,290.6562971757746,148156.5624602814
8.143226421384382,74.66810581107278,164894.3097297545
7.9552390756685,338.5159401981236,159341.05668603635
7.998197423488588,191.73838545795908,161936.34950118794
7.787671412182792,79.24331793616108,144224.4841643966
7.892265896020141,300.5872888795067,155899.66732152327
8.039497303890817,304.5172959341649,164788.44082113952
7.748560994280426,233.3553774431874,147537.77544998555
